0,0,308,217.6,2.806984e-07
0,0,101,217.6,2.806984e-07
0,0,200,217.6,2.806984e-07
0,0,207,217.6,2.806984e-07
0,0,272,217.6,2.806984e-07
1000,0,890,478.6,2.857355e-07
1000,0,236,478.6,2.857355e-07
1000,0,426,478.6,2.857355e-07
1000,0,335,478.6,2.857355e-07
1000,0,506,478.6,2.857355e-07
2000,0,154,263.8,2.724554e-07
2000,0,253,263.8,2.724554e-07
2000,0,404,263.8,2.724554e-07
2000,0,259,263.8,2.724554e-07
2000,0,249,263.8,2.724554e-07
3000,0,902,651.0,2.882699e-07
3000,0,151,651.0,2.882699e-07
3000,0,1216,651.0,2.882699e-07
3000,0,697,651.0,2.882699e-07
3000,0,289,651.0,2.882699e-07
4000,0,161,395.0,3.627042e-07
4000,0,16,395.0,3.627042e-07
4000,0,811,395.0,3.627042e-07
4000,0,307,395.0,3.627042e-07
4000,0,680,395.0,3.627042e-07
5000,0,330,236.4,3.659229e-07
5000,0,211,236.4,3.659229e-07
5000,0,359,236.4,3.659229e-07
5000,0,84,236.4,3.659229e-07
5000,0,198,236.4,3.659229e-07
6000,0,652,657.6,3.494492e-07
6000,0,299,657.6,3.494492e-07
6000,0,1343,657.6,3.494492e-07
6000,0,585,657.6,3.494492e-07
6000,0,409,657.6,3.494492e-07
7000,0,535,416.2,3.43065e-07
7000,0,174,416.2,3.43065e-07
7000,0,267,416.2,3.43065e-07
7000,0,919,416.2,3.43065e-07
7000,0,186,416.2,3.43065e-07
8000,0,488,266.4,3.471538e-07
8000,0,70,266.4,3.471538e-07
8000,0,140,266.4,3.471538e-07
8000,0,252,266.4,3.471538e-07
8000,0,382,266.4,3.471538e-07
9000,0,184,313.8,3.815506e-07
9000,0,370,313.8,3.815506e-07
9000,0,247,313.8,3.815506e-07
9000,0,150,313.8,3.815506e-07
9000,0,618,313.8,3.815506e-07
10000,0,902,330.2,2.951356e-07
10000,0,177,330.2,2.951356e-07
10000,0,70,330.2,2.951356e-07
10000,0,205,330.2,2.951356e-07
10000,0,297,330.2,2.951356e-07
11000,0,422,476.0,4.982566e-07
11000,0,238,476.0,4.982566e-07
11000,0,1347,476.0,4.982566e-07
11000,0,214,476.0,4.982566e-07
11000,0,159,476.0,4.982566e-07
12000,0,246,287.8,3.800201e-07
12000,0,757,287.8,3.800201e-07
